City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,bayan,46.0833,127.4,275.55,23,1,2.8,CN,1682286553
277,tezu,27.9167,96.1667,291.99,91,100,1.1,IN,1682286554
278,kodinsk,58.6881,99.1844,269.86,89,100,1.93,RU,1682286555
279,saint-honore,48.5334,-71.0824,285.53,50,100,3.09,CA,1682286556
280,magadan,59.5667,150.8,274.63,63,87,8.12,RU,1682286557
281,labuan,5.2767,115.2417,301.35,74,20,1.54,MY,1682286440
282,asyut,27.181,31.1837,296.25,28,24,2.21,EG,1682286560
283,menongue,-14.6585,17.691,292.48,77,93,1.94,AO,1682286562
284,santa maria,-29.6842,-53.8069,295.76,56,0,2.57,BR,1682286563
285,bandarbeyla,9.4942,50.8122,300.61,70,27,2.15,SO,1682286564
286,ovsyanka,55.9575,92.5519,269.69,84,93,1.89,RU,1682286566
287,grojec,51.8625,20.8676,289.46,65,79,2.65,PL,1682286567
288,iqaluit,63.7506,-68.5145,274.0,86,100,4.63,CA,1682286116
289,tabou,4.423,-7.3528,299.87,86,90,2.29,CI,1682286570
290,hualmay,-11.0964,-77.6139,298.33,73,20,5.0,PE,1682286571
291,xiongzhou,25.1167,114.3,290.61,96,100,2.32,CN,1682286572
292,waddan,29.1614,16.139,291.97,62,14,5.24,LY,1682286358
293,lasa,46.6166,10.7002,285.64,97,100,1.47,IT,1682286574
294,verkhnyaya inta,65.9811,60.3094,266.65,91,60,7.11,RU,1682286252
295,yulara,-25.2406,130.9889,288.46,39,3,4.33,AU,1682286577
296,kanniyakumari,8.0833,77.5667,301.28,78,75,2.78,IN,1682286578
297,portland,45.5234,-122.6762,286.53,74,100,2.06,US,1682286356
298,ahipara,-35.1667,173.1667,289.84,74,97,8.93,NZ,1682286387
299,barinas,8.6226,-70.2075,307.17,43,77,1.62,VE,1682286581
300,bowen,-20.0167,148.2333,298.47,70,100,9.91,AU,1682286582
301,ostrow wielkopolski,51.655,17.8069,285.14,84,100,2.55,PL,1682286583
302,sur,22.5667,59.5289,301.8,55,97,4.82,OM,1682286232
303,honningsvag,70.9821,25.9704,273.01,59,100,8.23,NO,1682286586
304,mount isa,-20.7333,139.5,295.02,46,75,2.57,AU,1682286587
305,shagonar,51.5333,92.8,273.55,59,6,0.9,RU,1682286588
306,luganville,-15.5333,167.1667,301.14,74,55,2.33,VU,1682286305
307,camocim,-2.9022,-40.8411,299.62,79,100,4.21,BR,1682286584
308,appleton,44.2619,-88.4154,278.2,57,100,4.63,US,1682286553
309,victoria,22.2855,114.1577,297.25,89,66,4.47,HK,1682285986
310,ixtapa,20.7,-105.2,304.45,33,92,3.6,MX,1682286593
311,tailai,46.3833,123.4,277.03,17,7,3.23,CN,1682286594
312,bay roberts,47.5999,-53.2648,277.07,95,100,4.02,CA,1682286595
313,bharatpur,27.2167,77.4833,296.26,30,6,1.13,IN,1682286597
314,cabedelo,-6.9811,-34.8339,300.52,79,92,5.46,BR,1682286599
315,krasnyy yar,46.5331,48.3456,285.11,49,100,2.85,RU,1682286600
316,magdagachi,53.45,125.8,271.71,59,1,3.43,RU,1682286601
317,yichun,47.7,128.9,272.97,42,0,2.36,CN,1682286602
318,rio gallegos,-51.6226,-69.2181,283.18,62,75,2.57,AR,1682286604
319,balkanabat,39.5108,54.3671,296.85,38,74,2.83,TM,1682286279
320,tshane,-24.0196,21.8684,294.93,32,8,3.51,BW,1682286606
321,prainha,-1.8,-53.48,297.33,95,100,0.33,BR,1682286607
322,waingapu,-9.6567,120.2641,298.37,87,34,4.41,ID,1682286609
323,ponta do sol,32.6667,-17.1,292.43,75,98,1.27,PT,1682286227
324,korla,41.7597,86.1469,282.06,54,73,0.74,CN,1682286241
325,abha,18.2164,42.5053,289.05,44,0,0.0,SA,1682286612
326,kavaratti,10.5669,72.642,301.55,72,77,4.88,IN,1682286334
327,dingle,10.9995,122.6711,298.6,87,89,2.89,PH,1682286312
328,businga,3.3333,20.8833,295.44,91,88,1.18,CD,1682286617
329,uravakonda,14.95,77.2667,300.14,54,0,0.85,IN,1682286618
330,vila,42.0304,-8.1588,282.64,100,100,1.6,PT,1682286619
331,garden city,42.3256,-83.331,283.26,48,75,5.66,US,1682286422
332,hobyo,5.3505,48.5268,301.86,76,100,5.78,SO,1682286402
333,terrace bay,48.7834,-87.1,273.84,93,99,1.49,CA,1682286622
334,vero beach,27.6386,-80.3973,301.51,67,40,5.66,US,1682286624
335,san jose,37.3394,-121.895,297.18,59,20,8.23,US,1682286197
336,zhoucun,36.8167,117.8167,281.17,76,100,0.95,CN,1682286627
337,kununurra,-15.7667,128.7333,289.14,88,6,0.0,AU,1682286303
338,belmonte,-15.8631,-38.8828,297.4,89,89,5.29,BR,1682286629
339,piacabucu,-10.4056,-36.4344,298.77,74,16,3.16,BR,1682286630
340,constitucion,-35.3333,-72.4167,286.74,82,9,4.0,CL,1682286382
341,bauchi,10.5,10.0,301.4,51,99,3.58,NG,1682286632
342,ostrovnoy,68.0531,39.5131,267.75,77,9,9.68,RU,1682286278
343,sao filipe,14.8961,-24.4956,297.16,69,4,6.01,CV,1682286298
344,horasan,40.0458,42.1728,281.31,86,100,1.1,TR,1682286635
345,kikwit,-5.041,18.8162,293.84,99,100,0.25,CD,1682286636
346,nago,26.5881,127.9761,294.62,79,58,4.41,JP,1682286637
347,carroll,39.5501,-77.0164,287.77,49,100,4.47,US,1682286641
348,yamada,39.4667,141.95,280.56,49,100,4.0,JP,1682286642
349,codrington,-38.2667,141.9667,285.06,81,0,2.97,AU,1682286373
350,russell,32.3502,-85.1999,298.75,29,0,1.54,US,1682286644
351,antalaha,-14.9003,50.2788,296.77,93,43,1.82,MG,1682286289
352,kysyl-syr,63.8986,122.7617,265.65,93,40,2.98,RU,1682286646
353,clyde river,70.4692,-68.5914,265.28,86,40,6.17,CA,1682285982
354,hamilton,39.1834,-84.5333,281.9,53,100,6.69,US,1682285919
355,port lincoln,-34.7333,135.8667,290.68,61,0,4.19,AU,1682286649
356,iracoubo,5.4802,-53.2011,296.9,91,100,0.81,GF,1682286650
357,vestmannaeyjar,63.4427,-20.2734,276.65,94,96,9.68,IS,1682286436
358,vardo,70.3705,31.1107,269.14,100,65,10.29,NO,1682286239
359,wajima,37.4,136.9,282.38,42,50,3.14,JP,1682286628
360,sunrise manor,36.2111,-115.0731,304.39,16,0,3.6,US,1682286654
361,inta,66.0317,60.1659,266.78,90,53,7.08,RU,1682286655
362,puerto narino,-3.7703,-70.3831,298.48,94,81,1.36,CO,1682286656
363,panaba,21.2833,-88.2667,306.76,39,27,8.4,MX,1682286658
364,khani,41.9563,42.9566,279.91,89,100,2.23,GE,1682286659
365,north bend,43.4065,-124.2243,286.99,68,100,5.66,US,1682286235
366,santa fe,-31.6333,-60.7,293.71,84,100,1.79,AR,1682286602
367,katsuura,35.1333,140.3,284.02,85,100,8.6,JP,1682286238
368,naryan-mar,67.6713,53.087,264.89,91,24,6.34,RU,1682286666
369,paranhos,-23.8928,-55.4311,291.65,96,40,2.21,BR,1682286667
370,woodward,36.4337,-99.3904,292.02,22,40,5.14,US,1682286669
371,padampur,29.6833,73.6167,297.12,20,6,1.89,IN,1682286670
372,beringovskiy,63.05,179.3167,269.66,88,100,6.32,RU,1682286442
373,margate,51.3813,1.3862,281.98,88,99,2.68,GB,1682286420
374,nagato,34.3833,131.2,286.12,58,100,5.24,JP,1682286496
375,mataram,-8.5833,116.1167,297.6,86,28,1.03,ID,1682286674
376,linao,7.1678,124.9675,296.73,88,82,1.24,PH,1682286675
377,fare,-16.7,-151.0167,300.82,79,100,6.15,PF,1682286677
378,itabira,-19.6192,-43.2269,291.04,93,76,1.53,BR,1682286679
379,chaihe,44.7667,129.7,274.3,28,1,2.64,CN,1682286680
380,tombouctou,20.0,-3.0,301.19,11,0,4.14,ML,1682286681
381,morondava,-20.2833,44.2833,296.42,82,0,3.73,MG,1682286682
382,ovalle,-30.5983,-71.2003,294.58,53,13,2.67,CL,1682286552
383,matagami,49.7502,-77.6328,280.21,81,100,2.06,CA,1682286380
384,alpena,45.0617,-83.4327,279.33,71,100,4.02,US,1682286685
385,pangoa,-12.1167,-73.0,296.03,96,73,0.7,PE,1682286686
386,rio grande,-32.035,-52.0986,296.21,87,100,4.83,BR,1682286687
387,huilong,31.8111,121.655,285.31,79,100,9.84,CN,1682286352
388,basmat,19.3167,77.1667,302.45,38,96,4.13,IN,1682286690
389,mareeba,-17.0,145.4333,296.17,86,97,2.98,AU,1682286691
390,save,8.0425,2.486,299.78,81,100,2.15,BJ,1682286692
391,byron bay,-28.65,153.6167,295.02,63,89,8.07,AU,1682286408
392,tabas,33.5959,56.9244,297.39,32,66,1.46,IR,1682286694
393,chiredzi,-21.05,31.6667,293.87,52,60,1.8,ZW,1682286695
394,oudtshoorn,-33.5907,22.2014,289.35,72,100,2.21,ZA,1682286696
395,khasan,42.4308,130.6434,278.05,38,0,3.03,RU,1682286697
396,poum,-20.2333,164.0167,299.34,77,64,7.44,NC,1682286447
397,papa,47.33,17.4674,289.11,48,100,6.17,HU,1682286701
398,pacific grove,36.6177,-121.9166,295.59,83,100,5.14,US,1682286702
399,douentza,14.9951,-2.9517,304.5,14,6,3.13,ML,1682286703
400,pangnirtung,66.1451,-65.7125,274.55,90,99,0.95,CA,1682286349
401,la belleza,5.8637,-73.9617,288.15,84,94,1.02,CO,1682286706
402,iaciara,-14.0958,-46.6317,295.55,67,67,1.3,BR,1682286707
403,hornepayne,49.2138,-84.7705,273.23,92,100,2.56,CA,1682286708
404,saint albans,51.75,-0.3333,281.71,92,20,5.14,GB,1682286710
405,barahona,18.2085,-71.1008,301.05,69,20,8.23,DO,1682286472
406,port macquarie,-31.4333,152.9167,289.76,80,82,4.89,AU,1682286394
407,traverse city,44.7631,-85.6206,277.23,61,100,3.6,US,1682286713
408,sovetskiy,61.3614,63.5842,269.39,80,4,4.25,RU,1682286714
409,okha,53.5739,142.9478,271.83,79,35,9.38,RU,1682286715
410,marzuq,14.4,46.4667,297.26,45,42,2.29,YE,1682286717
411,kirakira,-10.4544,161.9205,302.08,75,28,3.03,SB,1682286321
412,oistins,13.0667,-59.5333,298.2,88,75,5.66,BB,1682286719
413,panguna,-6.3164,155.4848,298.09,77,39,0.93,PG,1682286720
414,axim,4.8699,-2.2405,300.65,83,92,2.96,GH,1682286721
415,flin flon,54.7682,-101.865,280.06,23,20,3.09,CA,1682286722
416,yinchuan,38.4681,106.2731,279.29,60,100,2.35,CN,1682286723
417,lake city,30.1897,-82.6393,301.96,29,0,4.63,US,1682286617
418,golubitskaya,45.3222,37.2822,281.38,80,43,2.88,RU,1682286725
419,tres picos,15.8667,-93.5333,304.5,57,29,3.7,MX,1682286727
420,dunmore town,25.5,-76.65,297.32,69,0,4.83,BS,1682286728
421,thinadhoo,0.5333,72.9333,301.85,75,84,2.62,MV,1682286315
422,benghazi,32.1167,20.0667,292.05,70,27,7.82,LY,1682286685
423,fauske,67.2588,15.3918,271.91,80,16,2.63,NO,1682286731
424,finschhafen,-6.6024,147.8681,301.5,70,78,2.25,PG,1682286732
425,minas,-34.3759,-55.2377,290.48,77,100,3.56,UY,1682286733
426,andenes,69.3143,16.1194,271.14,74,40,5.14,NO,1682286734
427,dhidhdhoo,6.8833,73.1,302.38,71,88,5.47,MV,1682286735
428,mondlo,-27.983,30.7177,284.26,78,29,1.4,ZA,1682286738
429,dunedin,-45.8742,170.5036,284.71,10,16,9.24,NZ,1682286739
430,aklavik,68.2191,-135.0107,257.82,81,100,6.7,CA,1682286316
431,palmerston,-12.486,130.9833,297.14,66,0,3.09,AU,1682286741
432,tupiza,-21.45,-65.7167,292.2,12,0,5.47,BO,1682286742
433,lethem,3.3803,-59.7968,298.06,83,98,2.06,GY,1682286743
434,echternach,49.8056,6.4222,284.39,92,93,5.65,LU,1682286744
435,wilmington,34.2257,-77.9447,295.9,50,70,2.24,US,1682286613
436,matadi,-5.8167,13.45,298.51,93,100,1.57,CD,1682286747
437,rawson,-43.3002,-65.1023,291.84,46,63,3.57,AR,1682286748
438,barcs,45.96,17.4586,286.7,76,100,2.55,HU,1682286749
439,svirstroy,60.7999,33.7248,278.9,83,53,1.76,RU,1682286750
440,qaqortoq,60.7167,-46.0333,274.79,82,90,1.02,GL,1682286704
441,nelson bay,-32.7167,152.15,294.82,80,100,3.13,AU,1682286752
442,straumen,63.8709,11.2999,274.15,89,100,3.83,NO,1682286753
443,olafsvik,64.8945,-23.7142,276.13,53,97,3.28,IS,1682286424
444,cagli,43.5457,12.6527,289.72,35,0,5.14,IT,1682286756
445,freeport,40.6576,-73.5832,292.11,62,20,5.14,US,1682286757
446,coahuayana,18.7333,-103.6833,303.88,54,24,3.59,MX,1682286455
447,dawei,14.0833,98.2,297.84,87,9,1.26,MM,1682286759
448,along,28.1667,94.7667,289.87,95,100,1.08,IN,1682286761
449,aykhal,66.0,111.5,263.34,98,100,0.56,RU,1682286363
450,san carlos de bariloche,-41.1456,-71.3082,290.01,42,0,2.57,AR,1682286749
451,leh,34.1667,77.5833,266.85,37,0,2.35,IN,1682286764
452,chudniv,50.052,28.1175,283.13,70,86,2.64,UA,1682286765
453,gravdal,68.1214,13.5031,269.09,86,0,2.57,NO,1682286271
454,dandong,40.1292,124.3947,280.25,23,98,3.67,CN,1682286767
455,san quintin,30.4833,-115.95,290.25,67,5,4.46,MX,1682286405
456,broome,42.2506,-75.833,282.03,88,100,5.66,US,1682286399
457,muir of ord,57.5198,-4.4594,277.92,85,98,4.2,GB,1682286770
458,dubbo,-32.25,148.6167,285.22,94,75,3.6,AU,1682286723
459,santiago,-33.4569,-70.6483,296.23,52,0,6.17,CL,1682286738
460,nishihara,26.1842,127.7558,294.75,85,40,3.09,JP,1682286353
461,luba,3.4568,8.5547,298.09,80,36,1.07,GQ,1682286776
462,kayes,14.0,-11.0,308.35,14,0,2.96,ML,1682286777
463,yerbogachen,61.2767,108.0108,266.43,95,100,1.82,RU,1682286778
464,khorinsk,52.1657,109.7726,267.33,78,27,1.56,RU,1682286780
465,merauke,-8.4667,140.3333,297.53,95,100,3.48,ID,1682286781
466,saldanha,-33.0117,17.9442,289.18,97,100,4.5,ZA,1682286416
467,morros,-9.4467,-46.3003,299.02,61,98,1.17,BR,1682286784
468,northam,51.0333,-4.2167,282.25,87,26,4.31,GB,1682286777
469,duluth,46.7833,-92.1066,279.46,42,100,4.12,US,1682286779
470,khagaria,25.5,86.4833,296.14,67,29,4.11,IN,1682286787
471,teya,60.3778,92.6267,273.74,90,100,2.45,RU,1682286788
472,sandnessjoen,66.0217,12.6316,274.21,67,20,6.17,NO,1682286789
473,ulladulla,-35.35,150.4667,289.22,81,66,2.2,AU,1682286704
474,acajutla,13.5928,-89.8275,302.93,67,100,3.65,SV,1682286791
475,vostok,46.4856,135.8833,272.54,75,100,4.03,RU,1682286793
476,paamiut,61.994,-49.6678,274.02,86,100,6.86,GL,1682286794
477,half moon bay,37.4636,-122.4286,296.97,79,0,10.8,US,1682286292
478,xingyi,24.1877,102.817,288.4,48,6,1.12,CN,1682286796
479,marrakesh,31.6315,-8.0083,296.19,46,42,5.14,MA,1682286797
480,mormugao,15.4,73.8,297.54,80,4,4.42,IN,1682286798
481,ambulu,-8.345,113.6058,297.01,91,65,1.33,ID,1682286800
482,turka,49.1541,23.0297,278.59,87,55,2.04,UA,1682286801
483,ojinaga,29.5667,-104.4167,298.94,33,0,6.17,MX,1682286802
484,leshukonskoye,64.8989,45.7622,262.89,92,49,2.06,RU,1682286803
485,husavik,66.0449,-17.3389,272.79,66,39,2.19,IS,1682286804
486,camapua,-19.5314,-54.0439,295.32,86,34,1.98,BR,1682286805
487,dzerzhinsk,56.2389,43.4631,278.05,75,0,0.0,RU,1682286807
488,nuristan,35.3,70.8333,271.19,43,2,5.06,AF,1682286808
489,karpinsk,59.7654,60.0085,272.42,72,7,2.93,RU,1682286809
490,hay river,60.8156,-115.7999,279.13,65,75,2.57,CA,1682286520
491,maarianhamina,60.0973,19.9348,279.07,93,100,5.14,AX,1682286811
492,batemans bay,-35.7167,150.1833,287.09,82,74,1.35,AU,1682286416
493,kalabo,-14.97,22.6814,296.47,53,100,1.42,ZM,1682286687
494,jacareacanga,-6.2222,-57.7528,296.53,94,99,1.14,BR,1682286384
495,dzaoudzi,-12.7887,45.2699,299.09,89,99,1.54,YT,1682286816
496,sturgis,41.7992,-85.4192,280.04,82,100,4.63,US,1682286817
497,sao desiderio,-12.3633,-44.9733,298.27,57,39,3.35,BR,1682286818
498,lagoa,39.05,-27.9833,289.47,94,100,7.15,PT,1682286234
499,roald,62.5833,6.1333,277.54,87,75,10.29,NO,1682286429
500,chon daen,16.1895,100.8596,301.59,65,93,1.51,TH,1682286821
501,evensk,61.95,159.2333,272.61,86,92,16.02,RU,1682286397
502,nara,34.6851,135.8049,285.65,26,70,1.35,JP,1682286824
503,tambopata,-12.7333,-69.1833,303.09,54,20,2.06,PE,1682286825
504,terrak,65.087,12.3715,275.08,89,100,1.53,NO,1682286826
505,lata,40.1629,-8.3327,289.71,98,82,0.79,PT,1682286827
506,guilin,25.2819,110.2864,285.21,93,100,4.02,CN,1682286829
507,sobolevo,54.4299,31.8996,283.78,67,84,2.28,RU,1682286384
508,palmer,42.1584,-72.3287,284.95,84,100,5.66,US,1682286831
509,calama,-22.4667,-68.9333,293.42,32,0,10.29,CL,1682286832
510,urucara,-2.5364,-57.76,298.37,89,100,0.1,BR,1682286833
511,nyurba,63.2842,118.3319,262.36,97,95,1.41,RU,1682286223
512,lubango,-14.9172,13.4925,291.07,88,0,1.03,AO,1682286835
513,chunskiy,56.0815,99.6342,268.72,90,14,1.35,RU,1682286836
514,manama,26.2154,50.5832,301.44,46,0,4.12,BH,1682286838
515,artyom,40.4723,50.333,285.23,80,100,6.22,AZ,1682286839
516,mbamba,9.9833,13.1,303.48,37,72,1.85,NG,1682286840
517,antofagasta,-23.65,-70.4,292.75,82,7,2.24,CL,1682286841
518,bathsheba,13.2167,-59.5167,298.49,88,75,5.66,BB,1682286256
519,pingliang,35.5392,106.6861,274.92,97,100,2.25,CN,1682286779
520,zhanakorgan,43.9098,67.2495,293.34,27,99,7.55,KZ,1682286844
521,saravan,39.7196,45.6483,282.14,62,82,2.68,AM,1682286846
522,clonakilty,51.6231,-8.8706,281.71,85,11,3.05,IE,1682286847
523,mahon,39.8885,4.2658,289.46,100,75,2.57,ES,1682286848
524,taraz,42.9,71.3667,282.38,71,99,3.0,KZ,1682286565
525,eirunepe,-6.6603,-69.8736,298.17,92,97,1.19,BR,1682286850
526,huarmey,-10.0681,-78.1522,299.27,75,26,4.59,PE,1682286740
527,smirnykh,49.75,142.8333,275.67,58,34,4.34,RU,1682286717
528,sechelt,49.4664,-123.7694,284.42,85,100,2.87,CA,1682286853
529,lorengau,-2.0226,147.2712,300.42,81,100,1.29,PG,1682286396
530,esmeralda,21.8525,-78.1169,301.96,48,1,5.32,CU,1682286857
531,farmington,36.7281,-108.2187,291.04,20,0,5.66,US,1682286715
532,payo,-3.7508,103.6372,295.73,97,64,0.77,ID,1682286860
533,ponta pora,-22.5361,-55.7256,299.1,57,40,0.0,BR,1682286861
534,kahului,20.8947,-156.47,301.16,51,20,4.12,US,1682286787
535,eregli,37.5133,34.0467,282.93,77,60,1.27,TR,1682286863
536,sechura,-5.5569,-80.8222,299.39,79,100,4.1,PE,1682286704
537,karymskoye,51.6167,114.35,269.16,62,53,2.68,RU,1682286865
538,aras,42.5617,-2.356,284.39,94,100,1.03,ES,1682286411
539,ambrolauri,42.5211,43.1622,284.19,93,100,2.61,GE,1682286868
540,lancaster,40.2504,-76.2499,287.99,49,75,8.75,US,1682286688
541,pundaguitan,6.3711,126.1689,300.94,77,54,3.75,PH,1682286870
542,bubaque,11.2833,-15.8333,299.17,68,0,8.6,GW,1682286871
543,liku,-0.7275,119.8922,297.06,90,81,1.66,ID,1682286872
544,lola,7.8,-8.5333,296.74,87,41,1.53,GN,1682286873
545,port moresby,-9.4431,147.1797,299.76,78,95,1.48,PG,1682286875
546,san vicente,-26.6167,-54.1333,291.87,67,36,0.99,AR,1682286877
547,mehamn,71.0357,27.8492,272.1,93,40,3.09,NO,1682286408
548,lianran,24.9227,102.485,288.45,54,3,0.75,CN,1682286879
549,san pedro,14.35,121.0167,301.72,77,75,2.06,PH,1682286323
550,alamos,27.0167,-108.9333,306.97,7,0,4.2,MX,1682286882
551,jonava,55.0833,24.2833,286.89,54,46,3.6,LT,1682286883
552,ninghai,29.2892,121.4247,286.62,97,100,1.77,CN,1682286763
553,nuuk,64.1835,-51.7216,276.49,81,75,1.03,GL,1682286885
554,rovaniemi,66.5,25.7167,272.82,47,0,2.57,FI,1682286727
